Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Citizenship,Family Position,Attendance,Field of Study,Special Needs,Target
1,1,5,9773.0,1.0,1.0,,1,1,38,9.0,5.0,132.4,1,0,1,0,1,0,18,0.0,0,6.0,6,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,11.1,0.6,2.02,Amsterdam,,Part-Time,Arts,,Dropout
1,18,1,9773.0,1.0,1.0,125.0,1,19,37,9.0,5.0,122.2,0,0,0,0,0,0,18,0.0,0,6.0,7,5.0,12.6,0.0,0.0,6.0,6.0,5,11.8,0,11.1,0.6,2.02,Kyiv,Youngest Child,Part-Time,Commerce,No Special Needs,Enrolled
1,16,3,9773.0,1.0,1.0,138.0,1,37,38,4.0,9.0,134.2,1,0,0,1,0,1,20,0.0,0,6.0,6,6.0,15.0,0.0,0.0,6.0,6.0,6,13.0,0,11.1,0.6,2.02,Venice,Middle Child,Online,Science,Special Needs,Graduate
1,1,1,9147.0,1.0,1.0,,1,19,37,9.0,7.0,130.0,1,0,0,1,0,0,20,0.0,0,5.0,8,4.0,11.25,,0.0,5.0,7.0,5,10.4,0,7.6,2.6,0.32,,,Full-Time,Commerce,,Graduate
1,1,1,9238.0,1.0,1.0,132.0,1,1,38,9.0,7.0,127.1,1,0,0,1,0,1,20,0.0,0,6.0,9,6.0,12.333333333333334,0.0,0.0,6.0,6.0,6,11.833333333333334,0,8.9,1.4,3.51,Athens,Youngest Child,Full-Time,Arts,Special Needs,Graduate
1,43,1,9147.0,1.0,1.0,131.0,1,3,19,2.0,9.0,126.1,0,0,0,1,0,0,18,0.0,0,5.0,5,0.0,0.0,0.0,0.0,5.0,9.0,4,13.25,2,16.2,0.3,-0.92,Budapest,Middle Child,Part-Time,Arts,Special Needs,Enrolled
1,17,1,9853.0,1.0,1.0,160.0,1,19,38,5.0,7.0,139.0,1,0,0,1,0,1,18,0.0,0,6.0,8,5.0,12.2,0.0,0.0,6.0,13.0,0,0.0,0,9.4,-0.8,-3.12,Stockholm,Youngest Child,Full-Time,Arts,No Special Needs,Dropout
1,39,1,8014.0,0.0,1.0,100.0,1,37,37,99.0,99.0,100.0,0,0,0,1,0,0,34,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,12.7,3.7,-1.7,Sofia,Youngest Child,Full-Time,Arts,Special Needs,Dropout
1,5,1,171.0,1.0,1.0,,1,3,19,1.0,10.0,144.7,1,0,0,1,1,0,20,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,16.2,0.3,-0.92,Budapest,,Part-Time,Science,,Enrolled
1,39,1,9991.0,0.0,1.0,,1,37,37,9.0,9.0,151.6,0,0,0,1,0,0,24,0.0,0,5.0,9,5.0,12.285714285714286,,0.0,5.0,8.0,5,12.125,0,16.2,0.3,-0.92,Lisbon,,Part-Time,Arts,,Enrolled
1,17,1,9670.0,1.0,1.0,140.0,1,1,1,4.0,3.0,133.4,0,0,0,1,1,0,24,0.0,0,6.0,6,4.0,11.25,0.0,0.0,6.0,9.0,4,10.428571428571429,0,10.8,1.4,1.74,Budapest,Middle Child,Online,Science,No Special Needs,Enrolled
1,1,1,171.0,1.0,1.0,115.0,1,37,37,9.0,8.0,129.0,1,0,1,0,0,1,23,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Budapest,First Child,Part-Time,Science,Special Needs,Dropout
1,7,1,9070.0,1.0,40.0,,1,1,19,3.0,9.0,120.0,1,0,0,1,0,0,21,0.0,9,13.0,14,13.0,13.615384615384617,,6.0,12.0,12.0,12,14.25,0,13.9,-0.3,0.79,Helsinki,,Full-Time,Arts,,Graduate
1,43,1,9130.0,1.0,1.0,125.0,1,39,3,3.0,2.0,125.0,1,0,0,1,0,0,21,0.0,0,5.0,6,0.0,0.0,5.0,0.0,5.0,6.0,4,13.75,1,10.8,1.4,1.74,Athens,Middle Child,Online,Medicine,Special Needs,Graduate
1,1,1,9254.0,1.0,1.0,172.0,41,37,37,5.0,5.0,153.8,1,0,0,1,0,1,20,1.0,0,6.0,6,6.0,14.0,0.0,0.0,6.0,6.0,6,13.333333333333334,0,10.8,1.4,1.74,Bucharest,Middle Child,Part-Time,Medicine,No Special Needs,Graduate
1,17,2,9773.0,1.0,1.0,122.0,1,38,37,5.0,3.0,119.6,1,0,0,1,0,0,20,0.0,0,6.0,8,6.0,13.428571428571429,0.0,0.0,6.0,10.0,5,12.4,0,9.4,-0.8,-3.12,Budapest,Middle Child,Part-Time,Commerce,No Special Needs,Graduate
2,7,1,8014.0,0.0,3.0,,1,19,19,4.0,4.0,170.0,0,0,0,1,0,0,27,0.0,0,5.0,5,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Berlin,,Part-Time,Arts,,Dropout
1,17,1,9991.0,0.0,1.0,120.0,1,38,3,9.0,3.0,116.9,1,0,1,0,0,0,26,0.0,0,5.0,5,0.0,0.0,0.0,0.0,5.0,6.0,0,0.0,0,10.8,1.4,1.74,Stockholm,Youngest Child,Full-Time,Engineering,Special Needs,Dropout
1,7,1,,1.0,3.0,,1,37,37,7.0,7.0,120.0,0,0,0,1,0,0,32,0.0,4,,20,4.0,,,,9.0,13.0,3,11.666666666666666,2,15.5,2.8,-4.06,Zurich,,Full-Time,Medicine,,Dropout
2,39,1,8014.0,0.0,1.0,,1,37,37,5.0,6.0,128.5,0,0,0,1,0,1,38,0.0,0,6.0,6,5.0,12.4,,0.0,6.0,7.0,6,12.666666666666666,0,9.4,-0.8,-3.12,Edinburgh,,Part-Time,Engineering,,Graduate
1,1,1,9500.0,1.0,1.0,125.0,1,37,37,9.0,9.0,118.8,0,0,0,1,1,0,24,0.0,0,7.0,7,6.0,13.3,0.0,0.0,7.0,7.0,6,13.3,0,7.6,2.6,0.32,Stockholm,Middle Child,Part-Time,Science,Special Needs,Graduate
1,1,5,9500.0,1.0,1.0,141.0,1,38,19,7.0,7.0,132.5,1,0,0,0,0,0,19,0.0,0,7.0,0,0.0,0.0,0.0,0.0,8.0,0.0,0,0.0,0,12.7,3.7,-1.7,Vienna,First Child,Part-Time,Commerce,No Special Needs,Dropout
2,39,1,9991.0,0.0,1.0,133.1,1,37,37,9.0,9.0,126.5,0,0,0,1,0,0,27,0.0,0,5.0,5,2.0,10.5,0.0,0.0,5.0,5.0,0,0.0,0,7.6,2.6,0.32,Berlin,Youngest Child,Evening Classes,Commerce,Special Needs,Dropout
1,43,1,9070.0,1.0,1.0,108.0,1,38,38,7.0,7.0,105.2,1,0,0,1,1,0,25,0.0,11,17.0,18,13.0,11.538461538461538,0.0,10.0,15.0,15.0,10,12.4,0,12.7,3.7,-1.7,Amsterdam,Middle Child,Full-Time,Science,Special Needs,Dropout
1,17,3,9238.0,1.0,1.0,,1,3,3,2.0,2.0,124.9,1,0,0,1,0,0,19,0.0,0,6.0,10,6.0,12.0,,0.0,6.0,12.0,4,11.0,0,12.7,3.7,-1.7,Oslo,,Part-Time,Science,,Graduate
1,51,1,9147.0,1.0,,,1,19,19,,5.0,112.1,0,0,1,0,1,0,38,,0,5.0,5,,,,0.0,5.0,5.0,0,0.0,0,8.9,1.4,3.51,,,Evening Classes,Commerce,,Dropout
1,1,1,9238.0,1.0,1.0,141.0,1,37,37,4.0,4.0,138.9,0,0,0,1,0,0,21,0.0,0,6.0,7,6.0,13.333333333333334,0.0,0.0,6.0,6.0,6,14.5,0,10.8,1.4,1.74,Istanbul,Middle Child,Part-Time,Commerce,Special Needs,Graduate
1,1,4,9238.0,1.0,1.0,,1,19,38,9.0,6.0,114.9,1,0,1,1,0,1,19,0.0,0,6.0,9,5.0,11.4,,0.0,6.0,9.0,3,10.0,0,8.9,1.4,3.51,Lisbon,,Evening Classes,Medicine,,Enrolled
1,1,2,9254.0,1.0,1.0,130.0,1,1,38,4.0,9.0,122.7,1,0,0,1,0,0,18,0.0,0,6.0,10,4.0,11.75,0.0,0.0,6.0,13.0,4,10.0,0,7.6,2.6,0.32,Lisbon,Youngest Child,Evening Classes,Engineering,No Special Needs,Dropout
2,39,1,9500.0,1.0,19.0,133.1,1,37,37,9.0,9.0,129.0,1,0,0,1,0,0,36,0.0,0,7.0,7,6.0,11.3,0.0,0.0,7.0,7.0,6,11.3,0,7.6,2.6,0.32,London,Middle Child,Full-Time,Medicine,Special Needs,Graduate
1,1,5,9238.0,1.0,3.0,,1,1,38,9.0,3.0,129.4,0,0,1,1,0,0,18,0.0,0,6.0,6,6.0,12.166666666666666,,0.0,6.0,6.0,6,12.333333333333334,0,10.8,1.4,1.74,Athens,,Part-Time,Science,,Graduate
1,43,2,9556.0,1.0,1.0,120.0,1,1,19,4.0,3.0,110.2,0,0,0,1,0,0,27,0.0,0,7.0,9,7.0,12.228571428571428,0.0,1.0,8.0,10.0,8,13.2125,0,10.8,1.4,1.74,Oslo,Youngest Child,Online,Arts,Special Needs,Graduate
1,17,1,9119.0,1.0,1.0,125.0,1,19,1,5.0,4.0,121.5,1,0,0,1,1,0,20,0.0,0,5.0,7,5.0,15.8,0.0,0.0,5.0,7.0,5,14.571428571428571,0,11.1,0.6,2.02,Helsinki,Middle Child,Full-Time,Arts,Special Needs,Dropout
1,17,4,9147.0,1.0,1.0,,1,1,1,4.0,5.0,136.2,1,0,0,1,0,0,19,0.0,0,5.0,6,5.0,12.4,,0.0,5.0,5.0,5,12.8,0,7.6,2.6,0.32,Athens,,Evening Classes,Commerce,,Graduate
1,51,1,9070.0,1.0,1.0,143.0,1,1,1,4.0,4.0,120.0,1,0,0,1,0,0,21,0.0,3,10.0,10,10.0,13.0,0.0,5.0,11.0,11.0,10,11.4,0,11.1,0.6,2.02,Kyiv,Youngest Child,Part-Time,Science,Special Needs,Dropout
5,39,1,9254.0,1.0,1.0,133.1,1,2,2,2.0,2.0,103.0,0,0,0,1,0,0,62,0.0,0,6.0,7,6.0,15.0,0.0,0.0,6.0,10.0,6,12.833333333333334,0,10.8,1.4,1.74,Madrid,Middle Child,Full-Time,Science,Special Needs,Graduate
2,39,1,9003.0,1.0,19.0,133.1,1,37,19,9.0,4.0,140.0,0,0,1,1,0,0,29,0.0,0,6.0,11,5.0,12.6,0.0,0.0,6.0,6.0,6,12.666666666666666,0,11.1,0.6,2.02,Brussels,Youngest Child,Full-Time,Science,No Special Needs,Graduate
1,1,3,9500.0,1.0,1.0,,1,3,1,4.0,1.0,126.0,1,0,0,1,1,0,18,0.0,0,8.0,15,5.0,12.288,,0.0,8.0,15.0,5,12.288,1,10.8,1.4,1.74,Amsterdam,,Part-Time,Engineering,,Dropout
2,39,1,9991.0,0.0,1.0,135.0,1,34,34,0.0,0.0,134.1,1,0,0,0,1,0,49,0.0,0,5.0,5,0.0,0.0,0.0,0.0,5.0,5.0,0,0.0,0,7.6,2.6,0.32,Stockholm,Middle Child,Evening Classes,Medicine,No Special Needs,Dropout
1,44,1,9085.0,1.0,39.0,130.0,1,37,38,9.0,6.0,130.0,1,0,0,1,0,0,23,0.0,0,6.0,7,0.0,0.0,0.0,0.0,6.0,7.0,0,0.0,0,11.1,0.6,2.02,Munich,Middle Child,Part-Time,Medicine,Special Needs,Dropout
1,42,1,9853.0,1.0,,,1,1,3,,2.0,133.7,0,0,0,1,0,0,28,,14,18.0,23,,,2.0,16.0,17.0,18.0,16,13.875,0,16.2,0.3,-0.92,,,Online,Arts,No Special Needs,Dropout
1,1,2,9500.0,1.0,1.0,144.0,1,38,37,9.0,9.0,128.8,1,0,0,1,1,0,19,0.0,0,7.0,7,6.0,13.2,0.0,0.0,7.0,7.0,6,13.2,0,7.6,2.6,0.32,Bucharest,First Child,Part-Time,Medicine,Special Needs,Graduate
1,43,2,9147.0,1.0,1.0,130.0,1,34,37,9.0,9.0,118.5,1,0,0,1,1,0,23,0.0,5,10.0,19,8.0,11.625,1.0,4.0,10.0,16.0,10,11.181818181818182,3,7.6,2.6,0.32,Kyiv,Middle Child,Online,Engineering,No Special Needs,Graduate
1,17,1,9500.0,1.0,1.0,,1,19,19,4.0,9.0,132.5,0,0,0,1,1,0,21,0.0,0,8.0,8,7.0,14.54,,0.0,8.0,8.0,7,14.54,0,10.8,1.4,1.74,Copenhagen,,Full-Time,Science,,Graduate
2,43,1,9991.0,0.0,1.0,100.0,1,37,37,9.0,9.0,128.2,0,0,0,1,1,0,46,0.0,6,10.0,13,9.0,12.2,0.0,4.0,10.0,12.0,10,12.8,0,7.6,2.6,0.32,Stockholm,Youngest Child,Evening Classes,Commerce,No Special Needs,Graduate
1,17,1,9773.0,1.0,1.0,130.0,1,19,37,9.0,9.0,140.2,0,0,0,1,1,1,19,0.0,0,6.0,6,6.0,12.0,0.0,0.0,6.0,7.0,6,11.666666666666666,0,16.2,0.3,-0.92,Barcelona,Middle Child,Online,Engineering,Special Needs,Graduate
1,1,4,171.0,1.0,1.0,139.0,1,37,38,9.0,9.0,127.8,1,0,0,1,0,0,19,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,10.8,1.4,1.74,Saint Petersburg,First Child,Part-Time,Engineering,No Special Needs,Dropout
1,39,1,,1.0,1.0,,1,19,37,9.0,7.0,110.0,1,0,0,1,1,0,31,0.0,0,,8,0.0,,,,6.0,10.0,0,0.0,0,16.2,0.3,-0.92,Zurich,,Part-Time,Engineering,,Dropout
1,17,6,9500.0,1.0,,,1,19,38,,3.0,132.5,1,0,0,1,0,0,19,,0,8.0,9,,,,0.0,8.0,9.0,7,12.3,0,12.7,3.7,-1.7,,,Online,Commerce,,Graduate
2,39,1,8014.0,0.0,19.0,,1,37,37,4.0,8.0,112.5,0,0,0,1,0,0,32,0.0,0,6.0,8,5.0,13.8,,0.0,6.0,7.0,6,12.166666666666666,0,9.4,-0.8,-3.12,Budapest,,Full-Time,Arts,,Graduate
1,17,2,9853.0,1.0,1.0,,1,1,1,3.0,9.0,116.7,1,0,0,1,0,0,19,0.0,0,6.0,8,5.0,13.0,,0.0,6.0,8.0,4,10.75,0,9.4,-0.8,-3.12,Rome,,Evening Classes,Commerce,,Graduate
1,17,2,9500.0,1.0,,,1,1,1,,10.0,128.5,1,0,0,1,0,0,18,,0,7.0,9,,,,0.0,7.0,9.0,6,12.571428571428571,0,12.4,0.5,1.79,,,Full-Time,Medicine,,Enrolled
4,39,1,9238.0,1.0,19.0,,1,37,37,9.0,10.0,103.5,0,0,0,0,0,0,44,0.0,0,6.0,0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,13.9,-0.3,0.79,Venice,,Full-Time,Commerce,,Dropout
1,1,1,9147.0,1.0,1.0,,1,3,19,2.0,10.0,128.8,0,0,0,1,0,0,18,0.0,0,5.0,10,5.0,13.375,,0.0,5.0,9.0,5,14.166666666666666,0,13.9,-0.3,0.79,Lisbon,,Online,Arts,,Graduate
1,17,4,9500.0,1.0,1.0,140.0,1,1,1,3.0,3.0,127.6,1,0,0,1,0,0,23,0.0,0,7.0,7,6.0,13.796666666666669,0.0,0.0,8.0,11.0,7,13.775,0,12.4,0.5,1.79,Barcelona,Middle Child,Online,Engineering,No Special Needs,Graduate
1,1,1,9670.0,1.0,1.0,,1,37,37,0.0,0.0,117.8,1,0,0,1,0,0,21,0.0,0,5.0,8,3.0,13.0,,0.0,5.0,7.0,4,11.5,1,7.6,2.6,0.32,Copenhagen,,Online,Science,,Graduate
1,1,1,9670.0,1.0,1.0,133.1,1,3,1,1.0,7.0,155.0,0,0,0,1,0,0,22,0.0,0,5.0,6,3.0,11.333333333333334,0.0,0.0,5.0,5.0,0,0.0,0,9.4,-0.8,-3.12,Rome,Middle Child,Evening Classes,Commerce,Special Needs,Dropout
1,1,1,9238.0,1.0,1.0,,1,1,1,9.0,8.0,118.9,1,0,0,1,0,1,19,0.0,0,6.0,8,5.0,11.666666666666666,,0.0,6.0,9.0,5,12.666666666666666,0,12.4,0.5,1.79,London,,Full-Time,Commerce,,Graduate
1,39,1,8014.0,0.0,1.0,,1,37,37,6.0,6.0,108.3,0,0,0,1,1,0,39,0.0,0,6.0,8,5.0,11.4,,1.0,6.0,12.0,3,11.0,1,7.6,2.6,0.32,Edinburgh,,Full-Time,Medicine,,Enrolled
1,17,1,9070.0,1.0,1.0,,1,38,19,7.0,7.0,121.7,1,0,0,1,0,0,18,0.0,0,6.0,6,2.0,13.0,,0.0,6.0,6.0,0,0.0,0,12.4,0.5,1.79,Paris,,Part-Time,Engineering,,Dropout
1,7,1,9556.0,1.0,3.0,130.0,1,1,37,4.0,8.0,130.0,0,0,0,0,1,0,23,0.0,3,7.0,7,3.0,13.666666666666666,0.0,3.0,8.0,8.0,3,11.333333333333334,4,10.8,1.4,1.74,Kyiv,Youngest Child,Evening Classes,Medicine,Special Needs,Dropout
1,17,4,9773.0,1.0,1.0,121.0,1,1,19,9.0,8.0,120.3,1,0,1,1,1,1,19,0.0,0,6.0,6,6.0,13.666666666666666,0.0,0.0,6.0,6.0,6,13.333333333333334,0,8.9,1.4,3.51,Kyiv,Youngest Child,Part-Time,Engineering,No Special Needs,Graduate
1,44,1,9085.0,1.0,39.0,160.0,1,1,1,4.0,4.0,160.0,1,0,0,1,0,0,23,0.0,1,6.0,12,4.0,13.4,0.0,1.0,6.0,17.0,2,13.5,0,12.4,0.5,1.79,Warsaw,First Child,Online,Commerce,Special Needs,Enrolled
1,17,1,9085.0,1.0,1.0,,1,37,38,7.0,9.0,129.9,0,0,0,1,0,0,19,0.0,0,5.0,11,4.0,13.6,,0.0,5.0,9.0,4,12.2,0,9.4,-0.8,-3.12,Vienna,,Online,Engineering,,Graduate
1,17,4,9254.0,1.0,1.0,106.0,1,37,19,9.0,7.0,116.9,1,0,0,1,0,0,20,0.0,0,6.0,7,6.0,11.5,0.0,0.0,6.0,8.0,5,12.4,0,11.1,0.6,2.02,Sofia,First Child,Full-Time,Commerce,Special Needs,Graduate
4,39,1,8014.0,0.0,1.0,,1,37,37,9.0,7.0,138.0,0,0,0,1,0,0,42,0.0,0,6.0,8,5.0,11.2,,0.0,6.0,6.0,6,12.0,0,8.9,1.4,3.51,Vienna,,Evening Classes,Commerce,,Graduate
1,5,1,,1.0,1.0,,1,5,43,2.0,2.0,149.7,1,0,0,1,0,0,18,0.0,0,,6,6.0,,,,6.0,6.0,6,14.833333333333334,0,8.9,1.4,3.51,Warsaw,,Full-Time,Medicine,,Graduate
1,1,1,171.0,1.0,1.0,,1,3,2,3.0,3.0,117.0,1,0,0,1,1,0,21,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Venice,,Online,Arts,,Graduate
1,7,1,9147.0,1.0,3.0,150.0,1,6,27,1.0,7.0,150.0,0,0,0,1,0,0,26,0.0,0,5.0,5,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Edinburgh,Middle Child,Part-Time,Arts,No Special Needs,Dropout
1,1,1,171.0,1.0,1.0,162.0,1,19,19,4.0,7.0,152.9,1,0,0,1,0,1,18,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,12.4,0.5,1.79,Copenhagen,First Child,Evening Classes,Arts,Special Needs,Graduate
1,1,1,9130.0,1.0,1.0,135.0,1,3,3,2.0,2.0,137.1,1,0,0,1,0,0,18,0.0,0,6.0,8,6.0,12.0,0.0,0.0,6.0,8.0,5,14.8,0,12.4,0.5,1.79,Copenhagen,Middle Child,Part-Time,Arts,No Special Needs,Graduate
2,7,1,9500.0,1.0,3.0,,1,37,19,9.0,7.0,120.0,1,0,0,1,0,0,45,0.0,7,11.0,11,11.0,12.7,,6.0,10.0,12.0,10,12.96818181818182,0,13.9,-0.3,0.79,Munich,,Evening Classes,Science,,Enrolled
1,1,1,9254.0,1.0,1.0,131.0,1,37,19,9.0,9.0,134.5,1,0,0,1,1,0,25,0.0,0,6.0,8,6.0,13.166666666666666,0.0,0.0,6.0,8.0,5,12.6,0,7.6,2.6,0.32,Venice,First Child,Full-Time,Engineering,Special Needs,Enrolled
1,1,1,9147.0,1.0,1.0,160.0,1,1,38,4.0,7.0,141.5,1,0,0,1,1,0,18,0.0,0,5.0,10,3.0,10.666666666666666,1.0,0.0,5.0,11.0,2,12.5,0,9.4,-0.8,-3.12,Paris,Middle Child,Part-Time,Engineering,Special Needs,Dropout
1,17,1,9119.0,1.0,1.0,132.0,1,37,37,9.0,6.0,119.4,1,0,0,1,1,0,21,0.0,0,5.0,8,0.0,0.0,0.0,0.0,5.0,5.0,0,0.0,0,7.6,2.6,0.32,Prague,Youngest Child,Evening Classes,Engineering,No Special Needs,Dropout
2,39,1,8014.0,0.0,1.0,130.0,1,37,37,6.0,5.0,113.5,1,0,0,1,0,0,36,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Oslo,Youngest Child,Evening Classes,Commerce,Special Needs,Dropout
1,17,1,9773.0,1.0,1.0,,1,38,38,9.0,9.0,111.1,0,0,1,1,1,0,19,0.0,0,6.0,6,4.0,11.25,,0.0,6.0,6.0,3,11.333333333333334,0,16.2,0.3,-0.92,Athens,,Full-Time,Medicine,,Dropout
1,43,1,9254.0,1.0,1.0,130.0,1,1,19,5.0,7.0,130.0,0,0,0,1,0,1,19,0.0,0,6.0,11,4.0,12.0,0.0,0.0,6.0,14.0,3,11.0,0,10.8,1.4,1.74,Prague,First Child,Evening Classes,Engineering,Special Needs,Dropout
1,1,3,171.0,1.0,1.0,,1,19,19,5.0,3.0,128.2,1,0,0,1,1,1,19,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,10.8,1.4,1.74,Kyiv,,Online,Science,,Graduate
1,1,2,,1.0,1.0,100.0,1,38,1,7.0,7.0,99.3,1,0,0,1,0,0,21,0.0,0,,8,5.0,,0.0,,6.0,6.0,6,12.0,0,12.4,0.5,1.79,Rome,Youngest Child,Evening Classes,Arts,No Special Needs,Graduate
1,1,2,9773.0,1.0,1.0,,1,19,38,3.0,9.0,126.5,1,0,0,1,0,0,18,0.0,0,6.0,8,4.0,12.5,,0.0,6.0,6.0,5,12.6,0,12.7,3.7,-1.7,Prague,,Online,Commerce,,Graduate
1,43,1,9670.0,1.0,1.0,,1,19,19,1.0,1.0,100.0,0,0,1,1,0,0,20,0.0,0,6.0,12,5.0,12.2,,0.0,6.0,8.0,5,14.6,0,13.9,-0.3,0.79,Prague,,Online,Commerce,,Enrolled
1,44,1,9238.0,1.0,39.0,,1,38,38,5.0,10.0,126.7,0,0,1,1,0,0,21,0.0,3,6.0,6,6.0,12.166666666666666,,2.0,6.0,7.0,6,11.714285714285714,0,13.9,-0.3,0.79,Sofia,,Full-Time,Commerce,,Graduate
1,43,1,9238.0,1.0,1.0,,1,1,1,3.0,1.0,118.8,1,0,1,0,0,0,22,0.0,6,10.0,16,6.0,11.833333333333334,,2.0,7.0,8.0,2,13.0,0,16.2,0.3,-0.92,Milan,,Part-Time,Engineering,,Dropout
1,1,1,9500.0,1.0,1.0,143.0,1,19,19,5.0,6.0,142.3,0,0,0,1,0,1,18,0.0,0,7.0,7,7.0,13.79714285714286,0.0,0.0,8.0,8.0,8,13.775,0,12.4,0.5,1.79,Paris,First Child,Evening Classes,Medicine,Special Needs,Enrolled
1,7,1,9991.0,0.0,40.0,,1,37,37,9.0,7.0,120.0,0,0,0,1,0,0,32,0.0,0,5.0,7,5.0,11.6,,0.0,5.0,8.0,5,12.333333333333334,0,12.4,0.5,1.79,Edinburgh,,Full-Time,Arts,,Graduate
1,1,1,171.0,1.0,1.0,,1,2,3,4.0,8.0,145.3,1,0,0,1,0,0,18,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,12.4,0.5,1.79,Copenhagen,,Evening Classes,Commerce,,Enrolled
1,1,1,9238.0,1.0,1.0,138.0,1,1,19,4.0,7.0,123.0,1,0,1,0,0,0,18,0.0,0,6.0,9,5.0,11.4,0.0,0.0,6.0,14.0,2,13.5,0,8.9,1.4,3.51,Barcelona,Youngest Child,Full-Time,Commerce,Special Needs,Dropout
1,44,1,9130.0,1.0,39.0,150.0,1,37,37,6.0,6.0,150.0,1,0,0,1,1,0,22,0.0,0,5.0,7,4.0,14.5,0.0,0.0,5.0,5.0,5,14.6,0,10.8,1.4,1.74,Vienna,Youngest Child,Part-Time,Science,Special Needs,Graduate
1,39,1,9670.0,1.0,1.0,,1,1,19,4.0,5.0,100.0,0,0,0,1,0,1,25,0.0,0,5.0,7,4.0,10.5,,0.0,5.0,7.0,5,11.6,0,9.4,-0.8,-3.12,Copenhagen,,Full-Time,Arts,,Graduate
1,1,1,9238.0,1.0,,,1,19,37,,9.0,130.0,0,0,0,0,0,1,20,,0,6.0,10,,,,0.0,6.0,9.0,5,11.4,0,10.8,1.4,1.74,,,Online,Medicine,,Graduate
1,15,1,9130.0,1.0,1.0,133.1,41,1,1,4.0,4.0,100.0,0,0,0,1,0,0,26,1.0,0,6.0,7,2.0,12.0,1.0,0.0,6.0,6.0,0,0.0,0,8.9,1.4,3.51,Stockholm,Middle Child,Online,Science,Special Needs,Dropout
1,39,1,9003.0,1.0,1.0,,1,1,38,5.0,6.0,168.6,0,0,0,1,1,0,26,0.0,0,6.0,9,0.0,0.0,,0.0,6.0,6.0,0,0.0,0,13.9,-0.3,0.79,Munich,,Online,Science,,Dropout
1,17,1,9238.0,1.0,1.0,,1,37,1,9.0,5.0,113.4,1,0,0,1,0,1,20,0.0,0,6.0,10,5.0,11.857142857142858,,0.0,6.0,8.0,6,11.666666666666666,0,12.7,3.7,-1.7,,,Part-Time,Science,,Graduate
1,1,1,9670.0,1.0,1.0,142.0,1,1,19,4.0,4.0,128.0,0,0,0,1,0,1,18,0.0,0,6.0,8,6.0,14.0,0.0,0.0,6.0,7.0,6,13.285714285714286,0,11.1,0.6,2.02,Copenhagen,Middle Child,Part-Time,Arts,No Special Needs,Graduate
1,1,1,9254.0,1.0,1.0,,1,3,1,2.0,4.0,125.0,0,0,0,1,1,0,21,0.0,0,6.0,10,5.0,11.333333333333334,,0.0,6.0,14.0,2,11.5,0,12.7,3.7,-1.7,Sofia,,Full-Time,Commerce,,Enrolled
1,1,1,171.0,1.0,,,41,37,37,,9.0,152.7,1,0,1,0,1,0,27,,0,0.0,0,,,,0.0,0.0,0.0,0,0.0,0,7.6,2.6,0.32,,,Full-Time,Medicine,,Dropout
1,17,2,,1.0,1.0,133.1,41,19,1,9.0,9.0,105.0,1,0,0,0,0,0,21,1.0,0,,6,6.0,,0.0,,6.0,6.0,6,13.5,0,8.9,1.4,3.51,Vienna,First Child,Online,Engineering,No Special Needs,Graduate
2,39,1,8014.0,0.0,1.0,140.0,1,37,37,9.0,9.0,128.0,0,0,0,1,0,1,43,0.0,0,6.0,7,6.0,12.333333333333334,0.0,0.0,6.0,8.0,6,11.5,0,8.9,1.4,3.51,Helsinki,First Child,Part-Time,Medicine,Special Needs,Graduate
