Unnamed: 0,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Citizenship,Family Position,Attendance,Field of Study,Special Needs
3651,1,43,1,,1.0,39.0,,1,19,3,7.0,10.0,110.0,0,0,0,1,0,0,21,0.0,0,,8,5.0,,,,6.0,8.0,4,13.25,2,16.2,0.3,-0.92,Enrolled,London,,Online,Medicine,
3758,1,44,1,9085.0,1.0,1.0,,1,1,1,4.0,3.0,130.0,1,0,0,1,0,0,20,0.0,0,6.0,13,5.0,11.8,,0.0,6.0,19.0,4,12.0,0,12.4,0.5,1.79,Enrolled,Kyiv,,Part-Time,Engineering,
2498,1,39,1,171.0,1.0,19.0,133.1,101,1,19,2.0,7.0,110.0,0,0,0,1,1,1,25,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,15.5,2.8,-4.06,Dropout,Stockholm,Youngest Child,Full-Time,Arts,Special Needs
2833,1,1,2,9670.0,1.0,1.0,,1,37,37,9.0,9.0,111.8,0,0,0,1,0,0,22,0.0,0,5.0,8,3.0,12.0,,0.0,5.0,9.0,2,11.0,1,7.6,2.6,0.32,Enrolled,Warsaw,,Online,Medicine,
53,1,1,3,9130.0,1.0,1.0,167.0,1,37,37,90.0,90.0,159.3,0,0,0,1,0,0,19,0.0,0,5.0,7,5.0,14.714285714285714,0.0,0.0,5.0,5.0,5,15.8,0,7.6,2.6,0.32,Graduate,Lisbon,First Child,Part-Time,Arts,Special Needs
1307,1,17,3,9147.0,1.0,1.0,147.0,1,19,38,5.0,7.0,132.3,1,0,0,1,0,1,18,0.0,0,5.0,5,5.0,13.4,0.0,0.0,5.0,6.0,5,12.2,0,12.7,3.7,-1.7,Graduate,Edinburgh,Youngest Child,Part-Time,Arts,No Special Needs
785,1,1,1,9238.0,1.0,1.0,,1,1,1,1.0,1.0,115.1,1,0,0,1,0,0,19,0.0,0,6.0,10,6.0,10.833333333333334,,0.0,6.0,7.0,6,12.142857142857142,0,11.1,0.6,2.02,Graduate,Budapest,,Full-Time,Medicine,
2365,1,18,1,9773.0,1.0,1.0,125.0,1,1,1,4.0,7.0,121.5,1,0,0,1,1,0,19,0.0,0,6.0,6,6.0,13.833333333333334,0.0,0.0,6.0,6.0,6,14.5,0,8.9,1.4,3.51,Graduate,Kyiv,Youngest Child,Online,Science,Special Needs
1303,1,51,1,9670.0,1.0,1.0,126.0,1,3,3,1.0,10.0,111.0,0,0,1,1,1,0,21,0.0,5,11.0,12,10.0,12.1,0.0,2.0,8.0,9.0,8,13.333333333333334,0,11.1,0.6,2.02,Graduate,Kyiv,Youngest Child,Full-Time,Medicine,Special Needs
1683,1,1,1,9670.0,1.0,1.0,124.0,1,2,2,3.0,3.0,124.7,1,0,0,1,1,0,21,0.0,0,5.0,7,3.0,11.0,0.0,0.0,5.0,5.0,4,12.75,0,7.6,2.6,0.32,Dropout,Berlin,Middle Child,Online,Medicine,Special Needs
2472,1,1,1,9670.0,1.0,1.0,,1,1,1,9.0,9.0,129.1,1,0,0,1,1,0,18,0.0,0,6.0,6,4.0,11.25,,0.0,6.0,10.0,3,10.333333333333334,0,10.8,1.4,1.74,Dropout,,,Full-Time,Science,
2614,1,1,4,9119.0,1.0,1.0,,1,3,19,2.0,9.0,123.6,1,0,0,1,1,0,18,0.0,0,5.0,6,5.0,12.4,,0.0,5.0,9.0,3,13.0,0,8.9,1.4,3.51,Dropout,Helsinki,,Full-Time,Engineering,
4030,1,17,1,9130.0,1.0,1.0,,1,38,37,9.0,7.0,129.3,1,0,0,1,0,0,19,0.0,0,5.0,5,5.0,11.8,,0.0,5.0,5.0,5,13.2,0,10.8,1.4,1.74,Graduate,Stockholm,,Evening Classes,Engineering,
641,1,1,6,9147.0,1.0,1.0,128.0,1,37,37,9.0,9.0,116.5,0,0,0,1,0,0,18,0.0,0,5.0,9,3.0,11.666666666666666,0.0,0.0,5.0,15.0,2,11.0,0,7.6,2.6,0.32,Enrolled,Zurich,Middle Child,Full-Time,Engineering,Special Needs
2537,1,1,1,9670.0,1.0,1.0,130.0,1,19,19,7.0,7.0,121.6,0,0,0,1,0,0,19,0.0,0,6.0,7,6.0,14.714285714285714,0.0,0.0,6.0,6.0,6,15.833333333333334,0,12.4,0.5,1.79,Graduate,Stockholm,Middle Child,Evening Classes,Medicine,No Special Needs
3340,1,1,3,9773.0,1.0,1.0,,1,34,1,5.0,10.0,136.1,1,0,0,0,1,0,19,0.0,0,4.0,8,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Warsaw,,Evening Classes,Commerce,
4321,4,39,1,9991.0,0.0,1.0,147.0,1,19,19,7.0,8.0,147.9,0,0,0,1,0,0,28,0.0,0,5.0,8,4.0,11.5,0.0,0.0,5.0,7.0,4,12.0,0,10.8,1.4,1.74,Enrolled,Vienna,Youngest Child,Part-Time,Arts,Special Needs
3357,1,43,1,,1.0,1.0,,1,3,3,1.0,2.0,115.0,0,0,0,1,1,0,22,0.0,0,,12,0.0,,,,6.0,10.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Lisbon,,Evening Classes,Commerce,
568,1,17,1,9085.0,1.0,1.0,128.0,1,38,19,8.0,8.0,117.2,0,0,0,1,1,0,20,0.0,0,5.0,7,5.0,14.6,1.0,0.0,5.0,5.0,5,14.2,0,12.7,3.7,-1.7,Graduate,Helsinki,Middle Child,Online,Arts,No Special Needs
4387,2,1,1,9991.0,,1.0,150.0,1,37,37,9.0,,131.8,0,0,0,0,0,0,29,,0,5.0,6,4.0,12.25,0.0,0.0,,,5,,0,10.8,,1.74,Dropout,,Youngest Child,Full-Time,Arts,No Special Needs
3738,1,17,4,,1.0,1.0,133.0,1,3,1,9.0,3.0,123.2,1,0,0,1,1,0,18,0.0,0,,5,5.0,,0.0,,5.0,6.0,5,14.6,0,8.9,1.4,3.51,Graduate,London,Youngest Child,Online,Commerce,Special Needs
2021,1,39,1,9853.0,1.0,,,1,19,1,,4.0,128.2,0,0,0,0,0,0,30,,0,6.0,0,,,,0.0,6.0,0.0,0,0.0,0,12.7,3.7,-1.7,Dropout,,,Online,Commerce,
2103,1,1,2,9773.0,1.0,1.0,128.0,1,34,19,3.0,0.0,141.0,1,0,0,0,0,0,20,0.0,0,6.0,10,4.0,12.0,0.0,0.0,6.0,15.0,3,10.666666666666666,0,7.6,2.6,0.32,Dropout,,Youngest Child,Online,Commerce,Special Needs
3682,1,39,1,9991.0,0.0,1.0,,1,37,37,9.0,9.0,121.8,0,0,0,0,1,0,36,0.0,0,5.0,5,0.0,0.0,,0.0,5.0,5.0,0,0.0,0,12.7,3.7,-1.7,Dropout,Rome,,Evening Classes,Commerce,
3986,1,1,2,9773.0,1.0,1.0,,1,37,37,9.0,9.0,130.8,1,0,0,1,0,0,18,0.0,0,6.0,14,4.0,11.25,,0.0,6.0,9.0,5,13.0,0,9.4,-0.8,-3.12,Graduate,Dublin,,Full-Time,Science,
3373,1,17,1,9147.0,1.0,1.0,,1,37,37,9.0,7.0,119.9,0,0,0,1,0,1,19,0.0,0,5.0,8,5.0,12.875,,0.0,5.0,6.0,5,11.833333333333334,0,13.9,-0.3,0.79,Graduate,Madrid,,Full-Time,Engineering,
1852,1,1,1,9147.0,1.0,,,1,3,19,,3.0,115.2,0,0,0,1,1,0,19,,0,5.0,6,,,0.0,0.0,5.0,13.0,5,11.8,5,16.2,0.3,-0.92,Graduate,,,Part-Time,Commerce,Special Needs
450,1,18,1,9500.0,1.0,1.0,,1,38,37,5.0,5.0,114.8,1,0,0,1,0,0,20,0.0,0,8.0,8,7.0,14.402857142857142,,0.0,8.0,8.0,7,14.402857142857142,0,10.8,1.4,1.74,Graduate,Warsaw,,Online,Arts,
1177,1,1,2,9070.0,1.0,1.0,152.0,101,2,1,9.0,1.0,168.5,1,0,0,1,1,0,21,1.0,0,6.0,7,5.0,14.6,0.0,0.0,6.0,6.0,5,14.2,0,16.2,0.3,-0.92,Graduate,Rome,Youngest Child,Online,Science,Special Needs
1587,1,17,2,9119.0,1.0,1.0,133.1,1,1,2,3.0,3.0,117.0,1,0,0,1,1,0,21,0.0,0,5.0,10,5.0,11.166666666666666,0.0,0.0,5.0,10.0,3,10.8,0,12.4,0.5,1.79,Enrolled,Athens,First Child,Evening Classes,Commerce,No Special Needs
452,1,1,2,9500.0,1.0,1.0,131.0,1,19,19,7.0,5.0,122.1,1,0,0,1,0,0,18,0.0,0,7.0,8,7.0,14.13125,0.0,0.0,8.0,8.0,8,13.98375,0,15.5,2.8,-4.06,Graduate,Munich,First Child,Online,Arts,No Special Needs
2839,1,1,2,9085.0,1.0,1.0,148.0,1,38,19,4.0,9.0,134.7,1,0,0,1,0,0,18,0.0,0,6.0,6,6.0,17.0,0.0,0.0,6.0,6.0,6,15.5,0,8.9,1.4,3.51,Graduate,Vienna,First Child,Part-Time,Arts,No Special Needs
3469,1,1,5,9500.0,1.0,1.0,,1,37,37,7.0,7.0,124.0,1,0,0,1,0,1,19,0.0,0,8.0,8,7.0,12.771428571428572,,0.0,8.0,8.0,7,12.771428571428572,1,9.4,-0.8,-3.12,Enrolled,Budapest,,Online,Commerce,
753,2,39,1,9991.0,0.0,19.0,133.1,1,19,37,7.0,9.0,137.2,0,0,1,0,0,0,32,0.0,0,5.0,5,0.0,0.0,0.0,0.0,5.0,6.0,0,0.0,0,10.8,1.4,1.74,Dropout,,Youngest Child,Part-Time,Arts,Special Needs
778,1,17,1,9853.0,1.0,1.0,,1,3,3,132.0,132.0,110.6,0,0,0,1,0,0,20,0.0,0,7.0,9,6.0,11.833333333333334,,0.0,7.0,7.0,6,14.333333333333334,0,11.1,0.6,2.02,Enrolled,,,Evening Classes,Medicine,
1464,1,17,2,9254.0,1.0,1.0,135.0,1,19,19,4.0,3.0,135.0,1,0,0,1,1,0,20,0.0,0,6.0,8,6.0,11.833333333333334,0.0,0.0,6.0,9.0,5,10.4,0,7.6,2.6,0.32,Enrolled,Zurich,Middle Child,Evening Classes,Medicine,No Special Needs
4251,1,1,1,,,1.0,,1,9,22,4.0,,106.1,0,0,0,1,0,0,20,,0,,13,2.0,,,,,,0,,0,9.4,,-3.12,Dropout,,,Full-Time,Engineering,
1503,2,39,1,9500.0,1.0,,,1,37,37,,183.0,163.7,0,0,0,1,0,0,35,,0,7.0,11,,,,0.0,7.0,9.0,5,10.84,0,12.4,0.5,1.79,Enrolled,,,Online,Commerce,
4008,1,18,3,9853.0,1.0,1.0,128.0,1,38,37,5.0,9.0,116.8,1,0,0,0,1,0,19,0.0,0,6.0,10,4.0,12.0,0.0,0.0,6.0,12.0,0,0.0,0,10.8,1.4,1.74,Dropout,Sofia,First Child,Online,Arts,Special Needs
3114,1,1,1,9773.0,1.0,1.0,,1,1,19,9.0,7.0,118.2,0,0,0,1,0,0,19,0.0,0,6.0,6,6.0,11.666666666666666,,0.0,6.0,6.0,6,11.5,0,12.7,3.7,-1.7,Graduate,Copenhagen,,Evening Classes,Medicine,
2042,1,1,1,9254.0,1.0,1.0,,2,37,1,9.0,3.0,126.1,1,0,0,1,1,0,18,1.0,0,6.0,6,6.0,13.666666666666666,,0.0,6.0,6.0,6,13.5,0,7.6,2.6,0.32,Graduate,Athens,,Part-Time,Arts,
4272,1,1,1,9500.0,1.0,1.0,,1,1,19,9.0,9.0,127.0,0,0,0,1,1,1,19,0.0,0,8.0,8,7.0,12.514285714285714,,0.0,8.0,8.0,7,12.514285714285714,0,12.7,3.7,-1.7,Graduate,,,Online,Science,
3133,1,1,6,9500.0,1.0,1.0,122.0,1,1,1,4.0,4.0,119.6,1,0,0,1,0,0,21,0.0,0,7.0,8,6.0,13.25,0.0,0.0,8.0,8.0,8,13.8375,0,13.9,-0.3,0.79,Enrolled,Rome,Middle Child,Part-Time,Medicine,Special Needs
2779,1,1,2,9238.0,1.0,1.0,136.0,1,19,19,4.0,7.0,121.7,1,0,0,1,0,1,21,0.0,0,6.0,9,5.0,12.333333333333334,0.0,0.0,6.0,7.0,5,11.8,0,13.9,-0.3,0.79,Graduate,Budapest,Youngest Child,Evening Classes,Medicine,No Special Needs
1194,2,39,1,9003.0,1.0,1.0,,1,38,37,9.0,9.0,144.0,0,0,0,1,0,0,29,0.0,13,18.0,20,18.0,15.444444444444445,,11.0,13.0,13.0,13,15.307692307692308,0,15.5,2.8,-4.06,Graduate,Amsterdam,,Online,Commerce,
3583,1,17,6,9147.0,1.0,1.0,120.0,1,37,38,9.0,9.0,115.5,1,0,1,0,1,0,19,0.0,0,5.0,8,4.0,12.5,0.0,0.0,5.0,9.0,5,10.5,0,8.9,1.4,3.51,Enrolled,Budapest,Youngest Child,Part-Time,Arts,No Special Needs
4338,1,1,1,9670.0,1.0,1.0,131.0,1,37,37,9.0,6.0,127.2,0,0,0,1,0,1,18,0.0,0,5.0,7,3.0,12.666666666666666,0.0,0.0,5.0,5.0,4,12.5,0,9.4,-0.8,-3.12,Enrolled,Budapest,Youngest Child,Full-Time,Arts,Special Needs
1096,1,17,1,9670.0,1.0,3.0,,1,12,3,5.0,8.0,106.5,1,0,1,0,0,0,20,0.0,0,6.0,6,0.0,0.0,,0.0,6.0,9.0,0,0.0,0,10.8,1.4,1.74,Dropout,,,Full-Time,Commerce,
3093,1,43,1,9500.0,1.0,1.0,,1,29,38,90.0,3.0,131.0,1,0,0,1,0,1,22,0.0,18,23.0,23,20.0,14.575,,18.0,23.0,23.0,20,14.575,3,7.6,2.6,0.32,Graduate,Sofia,,Evening Classes,Arts,
3170,1,17,1,9147.0,1.0,1.0,127.0,1,1,37,4.0,8.0,121.1,1,0,0,1,1,1,20,0.0,0,5.0,11,4.0,12.0,0.0,0.0,5.0,5.0,5,12.8,0,11.1,0.6,2.02,Graduate,Stockholm,Youngest Child,Full-Time,Engineering,Special Needs
959,1,1,3,9670.0,1.0,1.0,,1,14,11,0.0,0.0,128.4,1,0,0,0,1,0,19,0.0,0,5.0,5,0.0,0.0,,0.0,4.0,4.0,0,0.0,0,7.6,2.6,0.32,Dropout,Rome,,Evening Classes,Arts,
3891,1,1,4,9670.0,1.0,1.0,,1,1,1,9.0,9.0,124.1,1,0,0,1,0,0,18,0.0,0,6.0,6,6.0,14.166666666666666,,0.0,6.0,7.0,6,13.428571428571429,0,8.9,1.4,3.51,Enrolled,Rome,,Full-Time,Engineering,
726,1,51,1,9670.0,1.0,1.0,140.0,1,12,5,3.0,3.0,126.6,0,0,0,1,1,0,19,0.0,2,6.0,7,6.0,14.428571428571429,0.0,1.0,7.0,8.0,7,14.375,0,11.1,0.6,2.02,Graduate,Zurich,First Child,Part-Time,Commerce,No Special Needs
924,4,39,1,9991.0,0.0,1.0,,1,37,37,9.0,9.0,110.0,0,0,0,1,0,0,37,0.0,0,5.0,14,2.0,10.0,,0.0,5.0,7.0,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled,Amsterdam,,Part-Time,Arts,
1624,1,42,1,9853.0,1.0,1.0,120.0,1,1,19,4.0,7.0,111.3,0,0,0,1,0,0,24,0.0,9,13.0,17,10.0,11.5,0.0,7.0,13.0,18.0,9,10.444444444444445,0,16.2,0.3,-0.92,Dropout,Venice,Middle Child,Online,Medicine,Special Needs
444,1,17,1,9670.0,1.0,1.0,,1,19,19,1.0,1.0,114.6,0,0,0,1,0,0,18,0.0,0,5.0,5,4.0,11.0,,0.0,5.0,5.0,4,11.0,0,9.4,-0.8,-3.12,Graduate,Sofia,,Evening Classes,Arts,
62,1,17,3,171.0,1.0,1.0,,1,1,37,4.0,7.0,126.0,1,0,0,1,1,1,19,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,10.8,1.4,1.74,Enrolled,Madrid,,Online,Arts,
1080,1,1,1,9070.0,1.0,1.0,,1,1,19,4.0,0.0,120.1,0,1,0,1,0,1,20,0.0,0,6.0,6,6.0,13.166666666666666,,0.0,6.0,6.0,6,12.666666666666666,0,11.1,0.6,2.02,Graduate,Amsterdam,,Online,Medicine,
2336,1,43,1,9991.0,0.0,1.0,100.0,1,37,19,9.0,4.0,130.0,0,0,0,1,1,0,40,0.0,1,5.0,6,4.0,10.25,0.0,3.0,8.0,18.0,5,11.2,5,15.5,2.8,-4.06,Dropout,Saint Petersburg,Middle Child,Part-Time,Arts,Special Needs
2895,2,1,1,8014.0,0.0,1.0,151.0,1,37,37,9.0,9.0,152.4,0,0,0,1,0,0,40,0.0,0,6.0,7,6.0,11.333333333333334,0.0,0.0,6.0,7.0,6,10.5,0,10.8,1.4,1.74,Graduate,Dublin,Middle Child,Part-Time,Science,Special Needs
3615,1,17,1,9670.0,1.0,1.0,,1,19,1,5.0,4.0,119.1,0,0,1,1,1,0,18,0.0,0,6.0,6,3.0,12.666666666666666,,0.0,6.0,11.0,4,11.142857142857142,0,10.8,1.4,1.74,Dropout,Zurich,,Full-Time,Commerce,
2478,1,1,1,9500.0,1.0,1.0,128.0,1,1,19,4.0,7.0,125.6,1,0,0,1,1,0,18,0.0,0,7.0,7,7.0,12.444285714285714,0.0,0.0,8.0,11.0,7,11.347142857142858,0,12.4,0.5,1.79,Graduate,Venice,First Child,Part-Time,Arts,No Special Needs
577,1,39,2,9991.0,0.0,1.0,,1,19,37,9.0,8.0,150.0,1,0,0,1,0,1,28,0.0,0,5.0,7,5.0,10.6,,0.0,5.0,6.0,5,10.2,0,9.4,-0.8,-3.12,Enrolled,Amsterdam,,Online,Commerce,
2836,2,39,1,9991.0,0.0,1.0,110.0,1,34,34,0.0,0.0,114.6,1,0,0,1,0,0,46,0.0,0,5.0,5,0.0,0.0,0.0,0.0,5.0,5.0,0,0.0,0,7.6,2.6,0.32,Dropout,Dublin,First Child,Part-Time,Arts,Special Needs
1813,1,1,2,9147.0,1.0,,,1,37,38,,9.0,137.5,1,0,0,1,1,0,19,,0,5.0,10,,,,0.0,5.0,9.0,5,11.5,0,13.9,-0.3,0.79,Graduate,,,Full-Time,Commerce,
4298,1,39,1,9991.0,0.0,39.0,,1,19,19,9.0,9.0,150.3,0,0,0,1,1,0,24,0.0,0,5.0,7,3.0,11.333333333333334,,0.0,5.0,6.0,0,0.0,0,10.8,1.4,1.74,Dropout,Venice,,Part-Time,Medicine,
269,1,1,5,9500.0,1.0,1.0,,1,1,1,9.0,9.0,127.8,0,0,0,1,0,1,18,0.0,0,8.0,8,7.0,13.671428571428573,,0.0,8.0,8.0,7,13.671428571428573,0,12.7,3.7,-1.7,Graduate,London,,Online,Science,
1616,1,1,1,9085.0,1.0,1.0,,1,37,38,6.0,9.0,121.0,0,0,0,1,0,0,19,0.0,0,5.0,9,4.0,13.75,,0.0,5.0,8.0,4,14.5,0,7.6,2.6,0.32,Graduate,Oslo,,Evening Classes,Commerce,
1347,1,1,3,9500.0,1.0,1.0,128.0,1,1,1,7.0,7.0,120.5,1,0,0,1,0,1,19,0.0,0,7.0,10,5.0,13.04,0.0,0.0,7.0,7.0,7,12.5,0,12.4,0.5,1.79,Enrolled,Sofia,Youngest Child,Online,Arts,Special Needs
4016,1,17,1,9254.0,1.0,1.0,,1,19,1,9.0,4.0,124.9,1,0,0,1,0,0,19,0.0,0,6.0,11,3.0,12.0,,0.0,6.0,11.0,4,11.25,0,7.6,2.6,0.32,Dropout,Istanbul,,Part-Time,Medicine,
1738,1,39,1,9003.0,1.0,1.0,,1,3,1,5.0,9.0,130.0,0,0,0,1,1,0,27,0.0,0,6.0,6,6.0,14.166666666666666,,0.0,6.0,7.0,6,13.833333333333334,0,11.1,0.6,2.02,Graduate,London,,Part-Time,Engineering,
3457,1,44,1,9003.0,1.0,39.0,160.0,1,37,38,9.0,7.0,160.0,0,0,0,1,0,1,19,0.0,0,6.0,7,6.0,15.333333333333334,0.0,0.0,6.0,9.0,6,14.0,0,15.5,2.8,-4.06,Graduate,Venice,Youngest Child,Part-Time,Arts,Special Needs
3322,1,17,4,9147.0,1.0,1.0,135.0,1,19,1,0.0,4.0,128.7,1,0,0,1,1,0,22,0.0,0,5.0,8,2.0,10.5,0.0,0.0,5.0,10.0,0,0.0,0,7.6,2.6,0.32,Dropout,Zurich,Youngest Child,Part-Time,Medicine,Special Needs
3006,1,1,4,9147.0,1.0,1.0,,1,1,19,4.0,5.0,136.3,0,0,0,1,0,0,18,0.0,0,5.0,9,4.0,11.25,,0.0,5.0,6.0,4,11.0,0,8.9,1.4,3.51,Graduate,Vienna,,Full-Time,Arts,
4288,1,44,1,9003.0,1.0,39.0,130.0,1,1,3,9.0,2.0,130.0,1,0,1,0,1,0,23,0.0,0,6.0,12,2.0,11.333333333333334,0.0,0.0,6.0,8.0,2,13.0,0,13.9,-0.3,0.79,Dropout,Bucharest,First Child,Full-Time,Commerce,Special Needs
2791,1,1,1,9085.0,1.0,1.0,,1,38,19,9.0,3.0,112.7,0,0,0,1,1,0,19,0.0,0,6.0,7,6.0,14.857142857142858,,0.0,6.0,8.0,6,14.142857142857142,0,11.1,0.6,2.02,Graduate,Lisbon,,Part-Time,Science,
3740,1,51,1,9670.0,1.0,1.0,,1,3,1,3.0,10.0,116.2,0,0,0,1,1,0,24,0.0,0,6.0,11,5.0,12.857142857142858,,0.0,6.0,12.0,5,13.666666666666666,0,11.1,0.6,2.02,Dropout,Sofia,,Full-Time,Arts,
4031,1,1,1,171.0,1.0,1.0,133.1,1,19,38,9.0,8.0,128.2,1,0,0,1,1,1,19,0.0,6,12.0,12,12.0,13.333333333333334,0.0,4.0,11.0,15.0,10,12.818181818181818,0,8.9,1.4,3.51,Enrolled,Dublin,Youngest Child,Evening Classes,Medicine,No Special Needs
109,1,17,2,9853.0,1.0,1.0,,1,19,1,9.0,3.0,107.0,1,0,0,1,0,0,20,0.0,0,7.0,12,6.0,11.666666666666666,,0.0,7.0,10.0,3,13.0,0,16.2,0.3,-0.92,Enrolled,Athens,,Part-Time,Commerce,
3926,1,17,5,9500.0,1.0,1.0,147.0,1,19,1,4.0,3.0,138.5,1,0,0,1,0,0,19,0.0,0,8.0,8,8.0,14.34125,0.0,0.0,8.0,8.0,8,14.34125,0,9.4,-0.8,-3.12,Graduate,Zurich,Youngest Child,Evening Classes,Commerce,Special Needs
63,1,17,1,9070.0,1.0,1.0,127.0,1,1,1,3.0,4.0,130.2,1,0,0,1,1,0,19,0.0,0,6.0,6,5.0,11.4,0.0,0.0,6.0,8.0,1,10.0,0,10.8,1.4,1.74,Enrolled,Oslo,Middle Child,Online,Engineering,Special Needs
3336,1,44,1,9003.0,1.0,39.0,,1,19,19,4.0,4.0,140.0,1,0,0,0,1,0,21,0.0,0,6.0,17,2.0,12.5,,0.0,6.0,10.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Lisbon,,Full-Time,Science,
288,1,18,2,8014.0,0.0,,,1,3,1,,4.0,111.8,1,0,0,1,0,1,19,,0,6.0,8,,,,0.0,6.0,9.0,6,11.5,0,10.8,1.4,1.74,Graduate,,,Online,Commerce,
674,1,1,1,9254.0,1.0,1.0,,1,38,38,5.0,8.0,110.8,1,0,0,1,0,0,18,0.0,0,6.0,8,6.0,12.166666666666666,,0.0,6.0,6.0,6,13.5,0,11.1,0.6,2.02,Graduate,Kyiv,,Online,Commerce,
2138,1,17,2,9556.0,1.0,1.0,122.0,1,19,38,4.0,8.0,118.3,1,0,0,1,0,1,19,0.0,0,7.0,7,7.0,11.971428571428572,0.0,0.0,8.0,8.0,8,14.4375,0,15.5,2.8,-4.06,Graduate,Oslo,Middle Child,Evening Classes,Arts,Special Needs
1934,1,1,4,9500.0,1.0,1.0,133.1,1,19,38,9.0,9.0,119.6,1,0,0,1,0,1,19,0.0,0,7.0,7,6.0,12.808333333333332,0.0,0.0,8.0,11.0,7,12.825714285714286,0,12.4,0.5,1.79,Graduate,Paris,Middle Child,Full-Time,Engineering,Special Needs
1283,1,1,1,9119.0,,1.0,,1,19,19,4.0,,171.2,0,0,0,1,1,1,18,,0,5.0,6,5.0,17.333333333333332,,0.0,,,5,,0,12.4,,1.79,Graduate,,,Part-Time,Medicine,
4116,1,1,1,9085.0,1.0,1.0,,1,38,37,3.0,9.0,138.4,1,0,0,0,0,0,18,0.0,0,6.0,7,6.0,14.833333333333334,,0.0,6.0,8.0,6,12.5,0,8.9,1.4,3.51,Enrolled,Kyiv,,Online,Science,
2074,1,1,1,9238.0,1.0,1.0,,1,19,38,3.0,9.0,136.1,1,0,0,1,0,1,18,0.0,0,6.0,6,6.0,14.0,,0.0,6.0,6.0,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,Barcelona,,Online,Engineering,
2443,2,39,1,9003.0,1.0,3.0,110.0,1,3,19,4.0,6.0,150.0,0,0,0,1,1,0,32,0.0,0,6.0,8,6.0,18.875,0.0,6.0,12.0,14.0,12,17.692307692307693,0,16.2,0.3,-0.92,Graduate,Rome,Middle Child,Part-Time,Engineering,Special Needs
2935,1,43,1,9773.0,1.0,1.0,133.1,22,34,34,90.0,90.0,130.0,0,0,1,1,0,0,23,1.0,0,6.0,11,1.0,16.0,0.0,0.0,6.0,8.0,4,12.25,0,7.6,2.6,0.32,Dropout,Athens,First Child,Online,Commerce,No Special Needs
3449,1,1,2,,1.0,1.0,138.0,1,3,3,2.0,2.0,127.5,1,0,0,1,0,1,18,0.0,0,,7,7.0,,0.0,,8.0,9.0,8,14.58888888888889,0,16.2,0.3,-0.92,Graduate,London,First Child,Part-Time,Arts,Special Needs
3258,1,44,1,9147.0,1.0,39.0,130.0,1,19,1,9.0,3.0,130.0,0,0,0,1,0,1,20,0.0,4,7.0,8,7.0,13.0,0.0,2.0,5.0,5.0,5,13.4,0,11.1,0.6,2.02,Graduate,Bucharest,Youngest Child,Part-Time,Engineering,Special Needs
3963,1,1,1,171.0,1.0,1.0,,1,19,38,5.0,5.0,131.8,1,0,1,1,0,0,20,0.0,6,12.0,12,12.0,13.25,,4.0,11.0,16.0,10,13.090909090909092,0,8.9,1.4,3.51,Graduate,Amsterdam,,Part-Time,Science,
186,1,43,1,9238.0,1.0,1.0,143.0,1,1,37,5.0,9.0,126.6,0,0,1,0,0,0,21,0.0,5,10.0,18,8.0,11.5,0.0,0.0,6.0,12.0,4,10.0,0,9.4,-0.8,-3.12,Enrolled,Kyiv,First Child,Online,Science,Special Needs
4261,2,43,1,9991.0,0.0,2.0,120.0,1,37,37,9.0,9.0,120.0,0,0,0,0,0,0,38,0.0,9,12.0,12,9.0,12.22222222222222,2.0,9.0,12.0,12.0,9,13.0,0,9.4,-0.8,-3.12,Dropout,Stockholm,First Child,Full-Time,Science,No Special Needs
1106,1,1,2,9500.0,1.0,1.0,124.0,1,34,34,0.0,0.0,123.3,1,0,0,1,0,1,20,0.0,0,8.0,8,7.0,14.901428571428571,1.0,0.0,8.0,8.0,7,14.901428571428571,1,9.4,-0.8,-3.12,Dropout,Prague,First Child,Online,Arts,Special Needs
3809,2,39,1,8014.0,0.0,1.0,120.0,1,34,34,0.0,0.0,104.0,0,0,0,1,0,0,54,0.0,0,6.0,8,4.0,12.75,0.0,0.0,6.0,12.0,5,12.6,0,7.6,2.6,0.32,Dropout,,Middle Child,Part-Time,Science,No Special Needs
